Timestamp,AW_accelX,AW_accelY,AW_accelZ,AX_accelX,AX_accelY,AX_accelZ
1731422825.85603,0.172187447547913,0.137974381446838,0.116026699542999,-0.2222847011382426,-1.1553437118977588,-0.15168447829628806
1731422825.86252,0.180338323116302,0.105989754199982,0.0867440402507782,-0.109801325911346,-1.110862845377515,-0.2455724225226471
1731422825.94608,0.0952940583229065,0.139730334281921,0.0365948081016541,-0.1502121831873936,-1.127397427751757,-0.24492173969134123
1731422825.96693,0.116215586662292,0.183514729142189,-0.0015023946762085,-0.10392723351198958,-1.1607319262385323,-0.25960304085304897
1731422826.03162,0.100387632846832,0.189375534653664,0.0080857872962951,-0.13066701363001115,-1.2717959661740132,-0.23850690241849948
1731422826.04816,0.124758303165436,0.25626528263092,-0.120284363627434,-0.194094491221575,-1.4384031654171436,-0.21983753621083696
1731422826.12329,0.08965665102005,0.402486592531204,-0.143265426158905,-0.20971766830438174,-1.1210891903710316,-0.28166942665706196
1731422826.12841,0.163025796413422,0.375037431716919,-0.169637739658356,-0.22712442739975164,-0.8282571739455189,-0.28747325258761974
1731422826.21514,0.324938535690308,0.526626467704773,-0.158809721469879,-0.2641262475893257,-0.8728300421531047,-0.25260981590334625
1731422826.23616,0.49265044927597,0.575605511665344,-0.128110945224762,-0.2805492801718481,-1.059363328667088,-0.1920261283264958
1731422826.30286,-0.0198056697845459,0.672645330429077,-0.198977664113045,-0.28002720268940656,-1.4055834886996403,-0.1292736086087816
1731422826.31878,-0.20621258020401,0.660909175872803,-0.174572601914406,-0.20979786003503462,-1.395937552652926,-0.10999783574439102
1731422826.39325,-0.0900400280952454,0.650529146194458,-0.151276603341103,-0.23721416868780557,-1.238553511636776,-0.1259712526076733
1731422826.4099,0.159215092658997,0.509596109390259,-0.0569263100624084,-0.3003813765739973,-1.0663596226328076,-0.16421957633519896
1731422826.45294,0.483283519744873,0.366312444210052,0.0039336532354354,-0.34500153333963124,-0.9230316180019801,-0.21172261727804137
1731422826.57388,0.427510619163513,0.119429543614388,0.114745825529099,-0.40192029226445314,-0.7550521773421899,-0.2911921686376041
1731422826.59421,0.329943418502808,-0.0843271315097809,0.178179979324341,-0.4185907526103421,-0.640521528070919,-0.3858889764174525
1731422826.6617,0.272256791591644,-0.156474351882935,0.216271668672562,-0.5284432655373031,-0.7429253816935333,-0.4318635292112078
1731422826.67758,0.255230367183685,-0.31139063835144,0.279309064149857,-0.5679206875141106,-0.7678982855494352,-0.43084345059902646
1731422826.75588,0.170008391141891,-0.385789334774017,0.201883733272552,-0.4074338154066448,-0.6881257583511138,-0.3851544799849964
1731422826.76063,0.265977293252945,-0.429964601993561,0.222521156072617,-0.35475596885469884,-0.9021363919875817,-0.3226964182970389
1731422826.87354,0.37320339679718,-0.283884406089783,0.189086347818375,-0.2612743375521651,-1.1479877518269201,-0.2757207805189467
1731422826.87914,0.185471206903458,-0.339299857616425,0.15769749879837,-0.20398654711902606,-1.1509492633727934,-0.24776127019796615
1731422826.96434,0.269842445850372,-0.373214542865753,0.149741172790527,-0.05787519610054955,-1.0235972262490969,-0.22345423701134864
1731422826.98462,0.404517352581024,-0.357826054096222,0.113008558750153,-0.085735243300484,-1.0073571988476275,-0.200488391413585
1731422827.08684,0.447359681129456,-0.30920422077179,0.075783908367157,-0.1354880338242886,-1.1147774223258182,-0.19480961824514506
1731422827.10723,0.149628221988678,-0.290059387683868,0.0397223234176636,-0.21352930338098228,-1.1765931559705476,-0.2416534746131846
1731422827.17325,0.0747224092483521,-0.138410270214081,-0.0332000255584717,-0.16761747593178783,-1.296406605570611,-0.25097030102369244
1731422827.17809,0.111924707889557,0.0101443231105804,-0.0481107383966446,-0.24466238952979266,-1.4795352644763373,-0.24971984351951051
1731422827.26552,0.118725597858429,0.244076162576675,-0.158917546272278,-0.3362095452254187,-1.4341431453383082,-0.27882484108027555
1731422827.28691,0.302223384380341,0.363533169031143,-0.260442495346069,-0.2976158398128851,-0.9366990251481928,-0.2764571608605929
1731422827.35494,0.440435349941254,0.561842083930969,-0.275258421897888,-0.31561362021298794,-0.9098255690871521,-0.2187640714376866
1731422827.35917,0.532475650310516,0.787445664405823,-0.301264703273773,-0.32506128229112463,-1.0724301351444037,-0.16170983974021652
1731422827.4451,-0.0834484100341797,0.800751984119415,-0.249548196792603,-0.24405621688137846,-1.3136042763733673,-0.1520120109262358
1731422827.46519,-0.106084227561951,0.728044271469116,-0.186996102333069,-0.055650252264269666,-1.2205004087661853,-0.09318221194988197
1731422827.50237,0.0129096508026123,0.59928160905838,-0.0722305104136467,-0.11946266617175934,-1.1329138056098886,-0.11448666232760839
1731422827.59491,0.360524892807007,0.454999804496765,-0.0747873336076736,-0.2138910948446857,-1.0595414879521379,-0.13867344951735086
1731422827.61308,0.25239896774292,0.090143084526062,0.0461963415145874,-0.25558782718062145,-0.99094640159725,-0.21115913778087625
1731422827.65251,0.224098026752472,-0.0312366485595703,0.0665848255157471,-0.3212181468970664,-0.8569139189434841,-0.2712900121887583
1731422827.74579,0.262400329113007,-0.194154292345047,0.193314701318741,-0.41383871442823006,-0.8594346262252498,-0.33599249902756506
1731422827.76443,0.330068230628967,-0.351105988025665,0.209845185279846,-0.47955984843951194,-0.8302236281661585,-0.36682128216355187
1731422827.80192,0.270884573459625,-0.443528890609741,0.290734499692917,-0.3626440472162592,-0.7709127330819245,-0.32733984861866805
1731422827.89733,0.3642238676548,-0.410850703716278,0.244190245866776,-0.384421380258896,-1.055172616746586,-0.26574166469989163
1731422827.91755,0.260950714349747,-0.374584257602692,0.219108760356903,-0.30773430591016443,-1.407667036362165,-0.2523517419509562
1731422827.95653,0.195695161819458,-0.466365218162537,0.244407832622528,-0.0419731812109931,-1.151661302146771,-0.15054712892167443
1731422828.04581,0.605809807777405,-0.284923791885376,0.196040540933609,-0.018761118837936745,-0.9406066943329768,-0.13310786915303363
1731422828.06562,0.564791917800903,-0.277592599391937,0.0393189489841461,-0.07425293009047672,-0.9179733551107265,-0.1485724331682603
1731422828.10127,0.234881639480591,-0.322108656167984,0.098548412322998,-0.13072356410849717,-1.1177335725136086,-0.16196724649614627
1731422828.19563,-0.0819652080535889,-0.192989021539688,0.0475033521652222,-0.12276286727157282,-1.0270911726504877,-0.22344267260494055
1731422828.21407,0.0120725631713867,-0.070576548576355,0.0301458239555359,-0.13984866288011588,-1.2309726087438193,-0.1983105299787219
1731422828.25215,0.0702440142631531,0.114249177277088,-0.0872013494372368,-0.07584015041384584,-1.221514894512738,-0.17326264490938498
1731422828.37537,0.0508739948272705,0.232205629348755,-0.183777391910553,-0.2981575731625116,-1.416376422526326,-0.21101117536487893
1731422828.3949,0.279127597808838,0.339707136154175,-0.216829359531403,-0.24866492570306364,-1.263425793241892,-0.219295370416669
1731422828.46338,0.246076881885529,0.488868445158005,-0.222270607948303,-0.23172870475205842,-0.9730883114757863,-0.1995248031825656
1731422828.48036,0.611446380615234,0.788378834724426,-0.275186419487,-0.2633548339685684,-1.0961050553589056,-0.16992157199697597
1731422828.55393,-0.0192058682441711,0.634119749069214,-0.158141434192657,-0.2583612144770344,-1.1932264338473348,-0.17408529365978753
