file_path,filename,segment_id,start_time,end_time,duration,side,intensity_level,aggregated_value,confidence_score,aggregation_method,data_length,mean_acceleration,std_acceleration,min_acceleration,max_acceleration,percentile_90
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards01.c3d.ontrackclassifier.joblib,L05 Cards01.c3d.ontrackclassifier.joblib,1,0.0,10.0,10.0,right,medium,1.0070853687312677,0.3508870922244136,mean,15001,1.0070853687312677,0.057800871030144356,0.7735722803427291,1.1801309544734717,1.079357097267894
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards01.c3d.ontrackclassifier.joblib,L05 Cards01.c3d.ontrackclassifier.joblib,2,10.0,20.0,10.0,right,medium,1.014620173804284,0.18597309848353524,mean,15001,1.014620173804284,0.06811520757671617,0.6778803892493115,1.2384365069800913,1.0959462129237738
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards01.c3d.ontrackclassifier.joblib,L05 Cards01.c3d.ontrackclassifier.joblib,3,20.0,30.0,10.0,right,medium,1.0070974474045837,0.3516295287442514,mean,15001,1.0070974474045837,0.08167452513215855,0.7103273034629267,1.3622534160449804,1.1016849527006163
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards01.c3d.ontrackclassifier.joblib,L05 Cards01.c3d.ontrackclassifier.joblib,4,30.0,30.386,0.38599999999999923,right,low,0.4738562137617993,32.42496400788417,mean,580,0.4738562137617993,0.4435599043330726,0.0009904487251412813,1.0737329310491424,1.0599134911405772
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards02.c3d.ontrackclassifier.joblib,L05 Cards02.c3d.ontrackclassifier.joblib,1,0.0,10.0,10.0,right,medium,1.012540914769236,0.31377834674531013,mean,15001,1.012540914769236,0.07184854030051545,0.7984131472432823,1.1950047570520603,1.1036504923969543
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards02.c3d.ontrackclassifier.joblib,L05 Cards02.c3d.ontrackclassifier.joblib,2,10.0,20.0,10.0,right,medium,1.0101695023664596,0.45954130641467833,mean,15001,1.0101695023664596,0.055439926566908104,0.7639186097992111,1.2958696773989735,1.0697237812367575
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards02.c3d.ontrackclassifier.joblib,L05 Cards02.c3d.ontrackclassifier.joblib,3,20.0,23.546,3.5459999999999994,right,medium,1.0067337171152344,0.3292722182086045,mean,5320,1.0067337171152344,0.04230893632654661,0.8579939394083074,1.1300227999624237,1.0621631846816
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards03.c3d.ontrackclassifier.joblib,L05 Cards03.c3d.ontrackclassifier.joblib,1,0.0,10.0,10.0,right,medium,1.0114392086583732,0.38149661591568723,mean,15001,1.0114392086583732,0.058876602861920584,0.7368150342457663,1.2301962208175592,1.07903941867369
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards03.c3d.ontrackclassifier.joblib,L05 Cards03.c3d.ontrackclassifier.joblib,2,10.0,20.0,10.0,right,medium,1.0112327733432482,0.39418551915228534,mean,15001,1.0112327733432482,0.05071886903942035,0.8247824665449205,1.195999131275198,1.0680050312794056
E:\Raine\OneDrive - Imperial College London\IC\70007 Individual Project\Data\OnTrack\L05\Baseline\L05 Cards03.c3d.ontrackclassifier.joblib,L05 Cards03.c3d.ontrackclassifier.joblib,3,20.0,30.0,10.0,right,medium,1.0089199715037327,0.46365412069194056,mean,15001,1.0089199715037327,0.044307650276495456,0.7933056291020186,1.202057617310408,1.0565620530442776
